date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:51	97646/97646	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html	(from )
09:33:52	69/69	---MCZ	200	added ('OK')	text/plain	date:Thu,%2016%20Dec%202021%2001:50:07%20GMT	https://demo2.madrasthemes.com/robots.txt		(from )
09:33:52	771/771	---M--	200	added ('OK')	image/png	etag:%22303-5a50cc5200796%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/favicon.png	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/favicon.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:52	57333/57333	---M-Z	200	added ('OK')	text/css	etag:%22dff5-5a50cc5204616-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/font-awesome/css/fontawesome-all.min.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/font-awesome/css/fontawesome-all.min.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:52	2654/2654	---MCZ	200	added ('OK')	text/css	etag:W/%22c5f-5a50cc5203676-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:52	60578/60578	---MCZ	200	added ('OK')	text/css	etag:W/%2212fb5-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/animate.css/animate.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/animate.css/animate.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:52	9803/9803	---M-Z	200	added ('OK')	text/css	etag:%22264b-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/css/bootstrap-select.min.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:53	1330/1330	---MCZ	200	added ('OK')	text/css	etag:W/%226f0-5a50cc5210196-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:53	43197/43197	---MCZ	200	added ('OK')	text/css	etag:W/%22d14f-5a50cc520d2b6-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:53	408052/408052	---MCZ	200	added ('OK')	text/css	etag:W/%227ca76-5a50cc51f6b56-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/css/theme.css	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/css/theme.css	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:54	92704/92704	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v1.html	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v1.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:54	91353/91353	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v3.html	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v3.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:54	92160/92160	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20May%202020%2010:59:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-single.html	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-single.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:54	96193/96193	---M--	200	added ('OK')	image/png	etag:%22177c1-5a50cc51fa9d6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/280x213/img1.png	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/280x213/img1.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:55	12580/12580	---M--	200	added ('OK')	image/jpeg	etag:%223124-5a50cc51f7af6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img6.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img6.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:55	15656/15656	---M--	200	added ('OK')	image/jpeg	etag:%223d28-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img1.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:55	30928/30928	---M--	200	added ('OK')	image/jpeg	etag:%2278d0-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img2.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img2.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:55	11557/11557	---M--	200	added ('OK')	image/jpeg	etag:%222d25-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img3.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img3.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:55	15106/15106	---M--	200	added ('OK')	image/jpeg	etag:%223b02-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img4.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img4.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:56	18967/18967	---M--	200	added ('OK')	image/jpeg	etag:%224a17-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img5.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img5.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:56	26538/26538	---M--	200	added ('OK')	image/jpeg	etag:%2267aa-5a50cc51fe856%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img6.jpg	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/445x300/img6.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:56	2494/2494	---M--	200	added ('OK')	image/png	etag:%229be-5a50cc51fc916%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/324x38/img1.png	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/324x38/img1.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:56	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%221538f-5a50cc520b376-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/jquery/dist/jquery.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/jquery/dist/jquery.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:57	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:%222c9d-5a50cc520a3d6-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/jquery-migrate/dist/jquery-migrate.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/jquery-migrate/dist/jquery-migrate.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:57	20536/20536	---M-Z	200	added ('OK')	application/javascript	etag:%225038-5a50cc5210196-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/popper.js/dist/umd/popper.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/popper.js/dist/umd/popper.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:57	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d8-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap/bootstrap.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap/bootstrap.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:57	45162/45162	---M-Z	200	added ('OK')	application/javascript	etag:%22b06a-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
09:33:58	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-5a50cc5210196-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.min.js	D:/HK5/IE104/do-an/template/Bookworm/blog/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/slick-carousel/slick/slick.min.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/blog/blog-v2.html)
